comment_id,video_id,author,text_translated,likes,published_at,sentiment_score,sentiment_label,tema
UgxgzbPZduPEofw2wU14AaABAg,9flte56erE8,@chinmaypedhavi3375,worst company ever dont buy not only system is 4 to 5 years old but prices of games are also high now they patented the stupid pokemon battle system and pokemon flight system they are done it very dirty please remove this patents instead focus on improving games always mario kart pokemon you guys are selling nostalgia for almost 25 years still in game pokemon cant even use their own voiceexcept pikachu and eevee no dialog of npcs only useless mouth moving if you guys focus on emprove your own game instead of sowing others work your game will sell well,1,2025-09-22 08:15:10+00:00,-0.2169230769230769,negativo,precio
UgxWGDmwVGvsEuMRw4R4AaABAg,9flte56erE8,@riveredgeacademy2960,i want to buy this console for christmas,0,2025-09-20 23:00:26+00:00,0.0,neutral,otros
UgwS3jdlUgwkKasDFf94AaABAg,9flte56erE8,@felyvgspencer350,you for got something charging at tv mode,0,2025-09-20 21:17:34+00:00,0.0,neutral,otros
Ugy5Z1cDxHs9jJaWdLZ4AaABAg,9flte56erE8,@RareSun,cool when is it coming out 2027 maybe december 2026 also mario kart 8 looks so sick here,0,2025-09-19 00:04:27+00:00,-0.1821428571428571,negativo,otros
Ugw--T0DFmg2PVWzqvl4AaABAg,9flte56erE8,@ErtEr1,the nintendo switch 2 can suit your situation house explodes oh nevermind,0,2025-09-18 17:49:50+00:00,0.0,neutral,otros
UgwzxrGuG3zuJcICiQR4AaABAg,9flte56erE8,@GamerNation99,me trying to convince my dad to get the switch 2,6,2025-09-12 02:16:47+00:00,0.0,neutral,otros
UgxtPx0NtOYRs8Jpk2x4AaABAg,9flte56erE8,@Lycopoky,my enemy malamar,0,2025-09-10 15:21:47+00:00,0.0,neutral,otros
UgwHeEqaDNwSCNEo0_Z4AaABAg,9flte56erE8,@jenisaok,hey does anyone think they should add fnaf freddy into smash bros cause that would be huge so if nintendo if you see this then please add fnaf freddy and just making like toy freddy or something i just want on fnaf character in the game,0,2025-09-03 13:36:09+00:00,2.775557561562892e-17,neutral,mejoras
UgxxOr0JO6gog0k_5Ex4AaABAg,9flte56erE8,@mauricewhite2590,nintendo,0,2025-09-03 12:43:50+00:00,0.0,neutral,otros
UgyxL7YHh341wIltViB4AaABAg,9flte56erE8,@mauricewhite2590,super nintendo,0,2025-09-03 12:43:33+00:00,0.3333333333333333,positivo,otros
Ugw1g2tbnu9lZ6OX9vh4AaABAg,9flte56erE8,@XylonXD,holy this has amazing music from the sound designers especially at the end,4,2025-09-02 11:51:52+00:00,0.3333333333333333,positivo,hype
Ugz-Tbo-ssOaPG9-DU94AaABAg,9flte56erE8,@Jackaprime-n1w,who else said rip to my money,2,2025-09-01 12:12:00+00:00,0.0,neutral,precio
Ugz3PTEN-O7X3P7i8IV4AaABAg,9flte56erE8,@shehulpatel3136,woo hoo,0,2025-09-01 00:25:00+00:00,0.0,neutral,otros
UgykPvGdXAPKR0ilXNN4AaABAg,9flte56erE8,@ceitnow,if the screen display is better why am i hearing all these channels say oled has a better screen feedback please,0,2025-08-29 06:34:41+00:00,0.5,positivo,mejoras
Ugw2oiFNG-j0anGrDj14AaABAg,9flte56erE8,@davidr.currey8582,what a joke im a long time nintendo fan i grew up with a nintendo in my house uncle mario taught me secret hacks and tips to life the legend of zelda keeps mysticism and my sense of spirituality alive i dont know a single person on the planet who is never enjoyed thoroughly rounds after round after round of mario kart or super smash brothers after the release of the nintendo switch 2 i will never purchase another nintendo product again i will not be purchasing the nintendo switch to nor will i be purchasing into any of the games that come for the nintendo switch to the politics and the greed have definitely made themselves more than visible and apparent in light of the most recent console drop nintendo has officially made gaming unaffordable and only for the elite few who have 100 if not thousands of dollars of extra spending money every single day on their budgets,3,2025-08-22 21:52:57+00:00,0.0244708994708994,neutral,precio
UgzLmo5Bit6RFi36kBJ4AaABAg,9flte56erE8,@ArizonMaster-MCX,drop the price,2,2025-08-22 09:29:48+00:00,0.0,neutral,precio
Ugz4kK6Iked6KrA3WFR4AaABAg,9flte56erE8,@JackMcCourt01,250 i thought that said terrible,1,2025-08-20 07:28:44+00:00,-1.0,negativo,otros
UgwnGJqKzHilmwn9dod4AaABAg,9flte56erE8,@JonathanVaneenoo,420 i love yoshis crafted world,1,2025-08-18 14:54:29+00:00,0.5,positivo,hype
UgwGqBfyWPeFmb2tbVh4AaABAg,9flte56erE8,@JCPKun6,344 thats copy from nintendo switch oled,0,2025-08-17 22:26:18+00:00,0.0,neutral,otros
UgxY9c6JYXu41YOENG94AaABAg,9flte56erE8,@jellyandcats,130 why has nobody mentioned that this design could be in the next mario game,0,2025-08-17 11:03:13+00:00,-0.2,negativo,otros
Ugza57aJ_3L_BtmBsPh4AaABAg,9flte56erE8,@gmartinezm,netendo 345,0,2025-08-17 04:58:43+00:00,0.0,neutral,otros
UgyPlA1NptsQtVIr2wV4AaABAg,9flte56erE8,@bj1991-k1q,finally bought it today at gamestop working hard at a family store really pays off,3,2025-08-16 23:37:24+00:00,-0.0305555555555555,neutral,hype
Ugy9peaTIySRghGXKPp4AaABAg,9flte56erE8,@topphercriss,13,0,2025-08-16 04:57:16+00:00,0.0,neutral,otros
UgxF87V0K6Tp422LW5t4AaABAg,9flte56erE8,@topphercriss,switch 220,0,2025-08-16 04:54:30+00:00,0.0,neutral,otros
Ugz2W4CfeJzKHlaUjy14AaABAg,9flte56erE8,@amberlynne1033,ive removed pokemom home because of your terms and conditions screw you nintendo for ruining literally everything youve created i will not buy the second switch i will get me a ps5 instead i can point out that this is a greedy and selfish company and i cannot pay for that i want my memories back and theyre ruined because of your selfishness,0,2025-08-15 16:35:16+00:00,-0.1666666666666666,negativo,otros
UgwsSYU5oYFizutS9lF4AaABAg,9flte56erE8,@TIM_40460,whos here after switch 3,0,2025-08-13 09:21:26+00:00,0.0,neutral,otros
Ugx-v-HOAu3na9Btw4d4AaABAg,9flte56erE8,@KaiKaiKai45-r7c,yahoo im getting a switch 2 for christmas hopefully my dad doesnt decline it,2,2025-08-13 02:42:35+00:00,0.0,neutral,mejoras
UgyuuRqaCFSdPXSSeOB4AaABAg,9flte56erE8,@NintendoFan2009,what if nintendo switch 2 came out the same day zelda tears of the kingdom came out on switch 1 and what if mario kart world came out on june 10 2023,1,2025-08-11 14:47:40+00:00,0.0,neutral,otros
UgyBDr0VhyRPUscf4JJ4AaABAg,9flte56erE8,@bergthe89th12,450 for a minor spec bump,0,2025-08-09 19:46:22+00:00,-0.05,neutral,otros
Ugz31xnRIHoZBZYq5m14AaABAg,9flte56erE8,@Ch.L-t5q,it looks good but i swear nintendo drop the price please,0,2025-08-09 02:26:21+00:00,0.7,positivo,precio
UgyZckhsMHPcJ6PhNWl4AaABAg,9flte56erE8,@oliwierp2,nintendo switch 0,0,2025-08-07 09:59:37+00:00,0.0,neutral,otros
UgwxFP6FXJaWv5QxZYZ4AaABAg,9flte56erE8,@กมล-น8ม,wheres cod roblox spotify and netflix gng,3,2025-08-07 09:54:17+00:00,0.0,neutral,otros
UgyckBJxf-I7SslJ6th4AaABAg,9flte56erE8,@FireAlicornNathanielPowerful,239 hey umwhat this nintendo switch 2 games is,0,2025-08-06 04:55:18+00:00,0.0,neutral,otros
UgwWo82_cUUsfVlOpaN4AaABAg,9flte56erE8,@EliMadison-r1x9l,nintendo make custom themes for the nintendo switch 2,2,2025-08-06 01:06:00+00:00,0.0,neutral,otros
Ugz3gusq2hVhLvSB-Dd4AaABAg,9flte56erE8,@Etaner_147,pls give the switch 3 more comfortable joycons,0,2025-08-04 21:21:40+00:00,0.45,positivo,mejoras
UgwHxzmKspcYkH4RQVF4AaABAg,9flte56erE8,@FedericoWiliamsFrancoCarsin,best console,2,2025-08-04 19:39:50+00:00,1.0,positivo,otros
UgzYOzpCCnCelyHExep4AaABAg,9flte56erE8,@CraftCart2Go,wow this new nintendo is the best one yet its so versatile there are so many features for a compact size amazing,0,2025-08-04 19:03:49+00:00,0.4672727272727273,positivo,hype
UgxMXeFB7h2xvmKVxdx4AaABAg,9flte56erE8,@gigiau5994,drop the price,0,2025-08-04 07:39:16+00:00,0.0,neutral,precio
Ugy6oJ68CeX8eXXQfvV4AaABAg,9flte56erE8,@furryfemboygooner6741,wow 90 for disabled rocket league thx nintendo im totally looking forward to this,0,2025-08-03 20:14:17+00:00,-0.0333333333333333,neutral,otros
Ugz6-dFHw8ks68ZuJsB4AaABAg,9flte56erE8,@EmmanuelEze123,i love the switch and now there is a switch 2 i am so excited since nintendo has already decided to add themes then they should also add roblox so whenever i buy it in the futureafter stretching my pocket i would be able to enjoy an online game that is widely used keep up the good work nintendo,1,2025-08-03 02:49:13+00:00,0.2821428571428571,positivo,mejoras
Ugwhy76xfnc1GnqmvNp4AaABAg,9flte56erE8,@luanmarinirossi9956,drop the price,2,2025-08-03 01:01:07+00:00,0.0,neutral,precio
UgwO7ddsPK7O9FS1TJx4AaABAg,9flte56erE8,@EyeofKoruption,ha we failed,1,2025-08-02 15:28:25+00:00,-0.5,negativo,decepcion
Ugz8MzAvKcIkfZUqQxh4AaABAg,9flte56erE8,@TeoPavlovic-u7m,wow i have one its so good,0,2025-08-02 10:59:32+00:00,0.3999999999999999,positivo,otros
UgzefxnBxxfOVPZF6Xp4AaABAg,9flte56erE8,@JustJensonYT,the background song is just amazing it reminds me of the first time i was a nintendo fan or when i first played mario kart 8 deluxe even playing mario run on my old ipad its just the best memories for me now here we are within the switch 2 the switch one and my old ipad will always have a special place in my heart thank you nintendo,3,2025-08-01 13:42:14+00:00,0.4071428571428572,positivo,hype
UgyfoMs7u7uIOBDtD1F4AaABAg,9flte56erE8,@Christian_Addi,jesus loves you and is coming back so soon in jesus name amen,2,2025-07-29 18:36:34+00:00,0.0,neutral,hype
UgzsatPUFJoG80o4zAx4AaABAg,9flte56erE8,@Marioplushadveturs-v8k,lower the price,1,2025-07-29 02:38:38+00:00,0.0,neutral,precio
UgzmGSS9qEoUKZnpOep4AaABAg,9flte56erE8,@jaredrobles7370,1080p in mid 2025,2,2025-07-29 02:03:45+00:00,0.0,neutral,otros
UgwFO7lLdhU6Sn4z_sZ4AaABAg,9flte56erE8,@Someone-m3y8s,lower the price whos with me,0,2025-07-28 14:30:30+00:00,0.0,neutral,precio
Ugxxts5Xk9P0EV9X1PR4AaABAg,9flte56erE8,@Someone-m3y8s,lower the price,0,2025-07-28 14:30:17+00:00,0.0,neutral,precio
Ugzs6fDwEhVMXo48nqd4AaABAg,9flte56erE8,@staceyfriske5786,w if you try buying one of those there are its sold out but let me tell you 1 thing people they just want the money they dont care about user agreements or anything if they prefer compute if they try to take it back they can take it back because you dont actually own it and because they just wanted to have backs so they can sell to other people so this is why they make you pay over a 100000 if you want a lot of games because the nintendo switch to is just one big scam,0,2025-07-28 07:08:55+00:00,0.095,neutral,precio
UgwViIK9Bvd3NjRMjWB4AaABAg,9flte56erE8,@gabete003,hey nintendo switch did you know i really want your tennis shoes too not being crying to my parents to get it but my parents will not get it for me youre listening to does it nintendo im have your nintendo switch one but my controller dont work so i cant play with my switch one games so tendo youre hearing this please give me a switch too when i come back to america i really wanted so i cant get it and nnnn when are you going to add a feature to a nintendo switch,0,2025-07-27 09:04:55+00:00,0.05,neutral,mejoras
UgxiNrkGyjji9JYgBvx4AaABAg,9flte56erE8,@PeeuPeeu-b1i,i love nintendo,2,2025-07-26 19:04:31+00:00,0.5,positivo,hype
UgzOhpATNOZIkDY5S5V4AaABAg,9flte56erE8,@AboJassar,nintendo switch two2,0,2025-07-26 16:09:31+00:00,0.0,neutral,otros
UgyWdJLtnkBNe8o60yh4AaABAg,9flte56erE8,@PimpolloGG,This console has already become the best portable console to date 2025,1,2025-07-26 14:06:59+00:00,1.0,positivo,otros
UgylE0yyHs6PtJK1QqV4AaABAg,9flte56erE8,@blackpinkhfif25,games that i want to play im in shock 511,0,2025-07-25 18:42:23+00:00,0.0,neutral,otros
UgyQZUx_QB2Mpj5S9G94AaABAg,9flte56erE8,@blackpinkhfif25,joycon 2 looks like a mouse that is a computer 222,0,2025-07-25 18:38:49+00:00,0.0,neutral,otros
Ugydx4vZt8XT8WDJ4FN4AaABAg,9flte56erE8,@TesfaGe,i want it,0,2025-07-24 06:57:55+00:00,0.0,neutral,otros
UgxskCW0nGxePX6JHAF4AaABAg,9flte56erE8,@HORSE-POWER40,i love nintendo i already bought my switch 2 please bring the game the grass of genesis to this new generation,0,2025-07-23 19:50:02+00:00,0.0787878787878787,neutral,hype
Ugy7trBKRM4iTt3naXt4AaABAg,9flte56erE8,@DungLe-ox3ih,lie battery,0,2025-07-23 11:30:28+00:00,0.0,neutral,otros
UgxIV6_nJa5zSGcZJvZ4AaABAg,9flte56erE8,@kemalmuda320,add zedah maker,0,2025-07-21 18:56:45+00:00,0.0,neutral,mejoras
UgxPpXMkeYOMDFZfxj94AaABAg,9flte56erE8,@Extremelybadpiggies,super mario maker 3,1,2025-07-21 17:02:58+00:00,0.3333333333333333,positivo,otros
UgzmZd174Ht0avIOUAR4AaABAg,9flte56erE8,@k.erisan,250 who couldve guessed this was a maple treeway bit from mario kart world,0,2025-07-19 00:34:29+00:00,0.0,neutral,otros
Ugw70NTAzpIPTcWjomx4AaABAg,9flte56erE8,@chadlewis-l8r,fun fact instead of buying a bricking system for 450 you could go to the hardware store ang buy a brick for a lot cheaper price,0,2025-07-18 11:16:44+00:00,0.3,positivo,precio
UgxmsUzVYi5Cv2I7uLN4AaABAg,9flte56erE8,@SreCRyan,any one 2027,1,2025-07-17 21:03:59+00:00,0.0,neutral,otros
UgxUtCXeEtFXES_Z_xp4AaABAg,9flte56erE8,@spacecowboy9708,the nintendo switch 2 is the best console,3,2025-07-16 21:04:41+00:00,1.0,positivo,otros
Ugzf8iPDcN86MB7hEv54AaABAg,9flte56erE8,@RaghuvenderGowda,so youre just gonna abandon the switch one the old boss of of nintendo dock might make sure he he should make a consul for his life but instead youre just gonna abandon it and the and the people now that are working for for nintendo dont you dont care about gamers,1,2025-07-15 22:15:33+00:00,0.3,positivo,otros
UgyT3kjejVPF7XkIK354AaABAg,9flte56erE8,@pickl3sxx,some ppl think they gon do smth in these comments,2,2025-07-14 22:50:47+00:00,0.0,neutral,otros
UgxkKunN0b3LbRv3cgl4AaABAg,9flte56erE8,@supreetsahi123,drop the price,0,2025-07-12 20:33:24+00:00,0.0,neutral,precio
UgwP4rU8FIYn9MDnYrp4AaABAg,9flte56erE8,@bTochilin,i dont even have the switch one but i would rather have it then the switch 2 too its outrageouslyfucking priced,0,2025-07-11 20:43:10+00:00,0.0,neutral,precio
UgwDlpDPxKoz1CtacJ94AaABAg,9flte56erE8,@bTochilin,pov you wanted a nintendo switch and write 100 million on your life savings after buying it you would have zero dollars on your lifesaver,0,2025-07-11 20:41:12+00:00,0.0,neutral,otros
UgzBmzOzPdTrsFKzbzR4AaABAg,9flte56erE8,@AndrinCathomen,can you make a switch2 pro with more power,0,2025-07-11 16:27:27+00:00,0.5,positivo,mejoras
UgyEd0z3sVaNlFTULc14AaABAg,9flte56erE8,@MrsBogan22,nintendo i cant buy switch 2 cause is 499 cash drop the price we are poor,1,2025-07-11 01:53:45+00:00,-0.4,negativo,precio
UgwJ8kEbQv_JdXYXngZ4AaABAg,9flte56erE8,@astrolightingyt4531,nonono,0,2025-07-09 07:54:31+00:00,0.0,neutral,otros
UgwSK-6ulcgMBOOz1-F4AaABAg,9flte56erE8,@Andrew-p8r9n,please switch please nintendo give me one nintendo switch please please please 747,0,2025-07-09 01:53:28+00:00,0.0,neutral,otros
UgxozsEHQESq-bDBh9Z4AaABAg,9flte56erE8,@Andrew-p8r9n,nintendo give me can we please watch nintendo switch please,0,2025-07-09 01:52:49+00:00,0.0,neutral,otros
UgyiBg2l0-18sgzPypN4AaABAg,9flte56erE8,@heBlueBlur,nintendo please lower the pirces lol,3,2025-07-07 23:51:17+00:00,0.8,positivo,otros
UgxDEEyJktSFW_XE0DV4AaABAg,9flte56erE8,@sovsetbanan,510 how do you know 4 of the games i have on my nintendo switch,1,2025-07-06 21:03:13+00:00,0.0,neutral,otros
Ugyz6cZBzhjB8Aik8Qx4AaABAg,9flte56erE8,@julianacassiano6413,I'm Brazilian kkkkkkkkk Ameri,0,2025-07-06 15:29:40+00:00,0.0,neutral,otros
UgxrM_-z8quB1IOiuIp4AaABAg,9flte56erE8,@Fennec-chan,343,0,2025-07-05 03:49:08+00:00,0.0,neutral,otros
Ugz_VlnJaIkDOhCY4V54AaABAg,9flte56erE8,@KennethPankhurst,i cant wait to get a switch 2,0,2025-07-05 01:40:52+00:00,0.0,neutral,hype
UgzrrftCfZVi1QDLkMl4AaABAg,9flte56erE8,@GeminiOfficial-q3d,sorry nintendo but my wallet and the one of all my loved ones is in another castle,0,2025-07-04 19:45:35+00:00,0.0999999999999999,neutral,hype
UgzexLeyKLiDMsf3Q4Z4AaABAg,9flte56erE8,@VanessaMaes-d3g,drop the price nintendo drop the price for nintendo switch two make nintendo switch to 300 didnt make the switch one to 200,0,2025-07-04 18:21:33+00:00,0.0,neutral,precio
Ugxq2XE8-QlXmI1WvC94AaABAg,9flte56erE8,@Mrnintendoswitch2guy,rip to the og switch,1,2025-07-04 16:33:12+00:00,0.0,neutral,otros
UgxB5aRpLU3ocHli9PJ4AaABAg,9flte56erE8,@Mrnintendoswitch2guy,the nintendo switch 2 is worth 450500 the nintendo switch 2 sold 35 million units in the 1st 4 days it came out 35 million units for the nintendo switch 2 in the 1st 4 days it came out is insane the nintendo switch 2 is one of the best nintendo consoles ever made,3,2025-07-04 16:32:00+00:00,0.1,positivo,precio
Ugy5lyllbz_B-4Cgtvx4AaABAg,9flte56erE8,@perezfam8870,nintendo switch 2 new vs old 521,0,2025-07-03 17:15:34+00:00,0.1181818181818181,positivo,otros
Ugz6rTqVfSSRlxkwoxd4AaABAg,9flte56erE8,@carlosdavidm77,hello mr greedy man you are the most greedy person can you please add tetris at least for free for free free free free free free free lower the prices please everybodys begging this im literally begging begging and begging i bet theres kids crying on the ground because their mom wont buy them a nintendo switch 2 shimmering a controller with a friend wow i dont think that friend will get any controller me too i just beg you lower the prices everybody in the world is begging that its only hit point of that 4k console does it need to be lotta money you are so greedy dont get me started on those wheels 25 for plastic literal just plastic bro please lower the prices and im trying to get a game cube on my normal switch and i cant get the game puke thing its like blah blah blah you need it on too do you think i care i just want to play some game boy or whatever its called because im tired of you nintendo why did you have to do this nintendo us are very angry and sad switch to is a crazy thing why did you have to make this price i bet theres thousands of kids crying on the ground because their mama wont buy them a switch too because its so expensive honey its too expensive we cannot afford that we cannot buy you you know get to that the old kids are crying i want went to my friends house im crying in his room because he and i told him whats wrong he said to switch to its so expensive like lower the prices please,0,2025-07-02 20:16:20+00:00,-0.0827586206896551,neutral,precio
UgyVhY-dTPHvuxRaiid4AaABAg,9flte56erE8,@abdullaalmansouri2038,302 does it still work fine in fortnite,1,2025-07-02 11:36:34+00:00,0.4166666666666667,positivo,otros
UgzsUi6WLRT8M5ntjDx4AaABAg,9flte56erE8,@abdullaalmansouri2038,238 who knows what game this is,1,2025-07-02 11:27:18+00:00,-0.4,negativo,otros
Ugzw7wYc1EekXdi2gsd4AaABAg,9flte56erE8,@Lolish12,this thing looks goated,0,2025-06-30 21:48:25+00:00,0.0,neutral,otros
Ugz1_iA9pwj9MngQi2V4AaABAg,9flte56erE8,@marwanmahmoud-k7d,you got scammed because his cost not 499 its 49999 so i warn you,1,2025-06-30 18:18:38+00:00,0.0,neutral,precio
Ugyv9OOKn321l4zRahV4AaABAg,9flte56erE8,@xervantezxvi5022,pls we want switch 2 with longer battery,1,2025-06-30 12:09:58+00:00,0.0,neutral,mejoras
UgxU4H7YFryO7ppcF7x4AaABAg,9flte56erE8,@StellaFracasso-nj7be,in mario kart world,2,2025-06-29 05:51:41+00:00,0.0,neutral,otros
UgyoxERzN4ZHPd6-vVN4AaABAg,9flte56erE8,@StellaFracasso-nj7be,i already had to switch 2,0,2025-06-29 05:51:20+00:00,0.0,neutral,otros
UgwY3NLlUYXFmKkR5_B4AaABAg,9flte56erE8,@PauloSánchez-l1d,put your request niteno2,0,2025-06-28 14:30:46+00:00,0.0,neutral,otros
UgwTe3oGGJ_sc4vAV6l4AaABAg,9flte56erE8,@PauloSánchez-l1d,niteno2,0,2025-06-28 14:29:51+00:00,0.0,neutral,otros
UgzBPtEH4e1aVmp2a8l4AaABAg,9flte56erE8,@Connorb2018,go drop the prices netendo,0,2025-06-28 11:38:49+00:00,0.0,neutral,precio
